"obs_id" "Y" "delta"
"1" 1 2.04821293423683 1
"2" 2 1.23151076698093 1
"3" 3 2.03586651080032 1
"4" 4 0.689578876270533 1
"5" 5 0.823527788114734 0
"6" 6 2.85047409725375 0
"7" 7 1.64261367757883 1
"8" 8 0.81722033158876 0
"9" 9 0.800374493892305 0
"10" 10 0.499269199267375 1
"11" 11 1.86960664352402 0
"12" 12 1.504913761965 0
"13" 13 1.90164111684542 0
"14" 14 1.539272090665 1
"15" 15 1.8735918675689 0
"16" 16 3.00563842874952 0
"17" 17 1.86933703416115 1
"18" 18 0.83162993168924 0
"19" 19 1.04995896090835 1
"20" 20 0.842605133838516 1
"21" 21 2.27964614272884 1
"22" 22 2.59186859046575 0
"23" 23 1.60864453157876 0
"24" 24 1.32201717767981 1
"25" 25 2.32264393352888 1
"26" 26 1.87611865619197 0
"27" 27 1.02895255268551 0
"28" 28 1.82912738439508 1
"29" 29 1.45202447767127 1
"30" 30 1.19266903763637 0
"31" 31 1.80001487464178 0
"32" 32 1.08444114586804 0
"33" 33 0.803160093096085 0
"34" 34 2.29189502028269 1
"35" 35 0.934898480850919 1
"36" 36 1.67119897499215 0
"37" 37 0.897420904044993 0
"38" 38 2.04596352120954 1
"39" 39 1.16360686658275 1
"40" 40 2.32656115274238 1
"41" 41 2.08815203402215 1
"42" 42 1.32685350617988 1
"43" 43 1.01714612092357 0
"44" 44 1.18806037284665 1
"45" 45 1.5029707881948 0
"46" 46 0.996236371803097 0
"47" 47 0.735181229973517 1
"48" 48 1.82197581181768 0
"49" 49 2.29528859013226 0
"50" 50 1.04006063410081 0
"51" 51 2.1218224165665 1
"52" 52 2.50632173576392 0
"53" 53 1.72639699623375 1
"54" 54 1.4094811715819 1
"55" 55 1.32981837302446 0
"56" 56 1.37936983056333 1
"57" 57 2.64647136269137 0
"58" 58 0.82767325130757 0
"59" 59 2.602097269369 1
"60" 60 1.66966753298846 1
"61" 61 1.96463367441669 0
"62" 62 2.09533706260764 1
"63" 63 1.756247144199 1
"64" 64 1.10069451712072 0
"65" 65 0.891495525665512 1
"66" 66 1.93311085918793 1
"67" 67 1.67714595830068 0
"68" 68 0.98240215060292 1
"69" 69 0.932053125072271 0
"70" 70 1.92177034902235 1
"71" 71 1.09688767164014 0
"72" 72 1.01914768228801 1
"73" 73 1.89683903973753 1
"74" 74 1.81584476450384 1
"75" 75 1.93053393255955 1
"76" 76 0.307817910855794 1
"77" 77 2.17489663525322 1
"78" 78 2.36395574193029 1
"79" 79 2.11205348096924 1
"80" 80 0.984410769650713 0
"81" 81 1.07051930132788 0
"82" 82 2.02698131771172 1
"83" 83 1.13046375937294 0
"84" 84 1.34515650294395 1
"85" 85 1.44858065742078 1
"86" 86 1.64387632532511 0
"87" 87 1.04656885158136 1
"88" 88 1.06756272790038 1
"89" 89 1.45428583405264 1
"90" 90 1.7848198788038 1
"91" 91 1.25327104848084 1
"92" 92 1.44907177606598 0
"93" 93 1.67116945281193 1
"94" 94 1.13691708498634 0
"95" 95 1.7869601737338 1
"96" 96 1.40140777563211 0
"97" 97 2.00717420443427 0
"98" 98 2.28064482087735 0
"99" 99 1.25658528097905 0
"100" 100 1.59545861352701 0
"101" 101 0.843469309373759 0
"102" 102 2.11283168592025 0
"103" 103 1.19032506264658 1
"104" 104 1.66805771664716 0
"105" 105 1.33511595682558 1
"106" 106 1.3147574983283 1
"107" 107 1.2019260972878 0
"108" 108 1.45452793609351 0
"109" 109 1.24561738825084 1
"110" 110 2.15855794448887 1
"111" 111 1.85669398319571 1
"112" 112 1.81761547424858 1
"113" 113 1.326446649878 1
"114" 114 0.943561522844248 0
"115" 115 1.25936910289805 0
"116" 116 0.645933276306163 1
"117" 117 1.40587793981256 1
"118" 118 0.990553957065567 0
"119" 119 1.70683214986231 0
"120" 120 1.05161067177076 0
"121" 121 1.5608496340923 0
"122" 122 0.730650692488343 1
"123" 123 2.64394234858648 1
"124" 124 2.64525286772053 1
"125" 125 0.719232576871819 1
"126" 126 0.920709067149051 1
"127" 127 1.00757020446938 0
"128" 128 1.06505973581055 1
"129" 129 1.20608027586715 1
"130" 130 0.380457771491845 1
"131" 131 1.23333206119529 1
"132" 132 2.04941906807514 1
"133" 133 1.48633148152847 0
"134" 134 1.79497031899169 0
"135" 135 1.49844871646725 0
"136" 136 1.33864015655787 1
"137" 137 0.958327375468798 0
"138" 138 1.21649370447733 0
"139" 139 1.75267219953535 1
"140" 140 2.19410663189366 0
"141" 141 2.10985592354555 0
"142" 142 1.40102071408438 1
"143" 143 1.33298042096198 0
"144" 144 1.94448415288126 1
"145" 145 1.24367099596187 0
"146" 146 2.19560789397016 1
"147" 147 1.17676762347862 1
"148" 148 0.835824914913561 1
"149" 149 1.59497705354821 0
"150" 150 1.68494028005509 1
"151" 151 0.794341359392265 1
"152" 152 1.17001581682358 0
"153" 153 1.29778057309333 0
"154" 154 1.59321030818857 0
"155" 155 1.97537188932699 1
"156" 156 1.06387727366295 0
"157" 157 1.58959868890188 1
"158" 158 0.865302757439204 0
"159" 159 1.649524753429 0
"160" 160 1.47802462772778 1
"161" 161 1.25820776557084 0
"162" 162 1.47229095385571 1
"163" 163 0.969796881365819 1
"164" 164 1.54044406738598 0
"165" 165 1.02021532735322 0
"166" 166 1.2261655656714 0
"167" 167 2.46688251556363 0
"168" 168 0.831217547278939 1
"169" 169 2.65916088848375 0
"170" 170 1.21831168409437 0
"171" 171 1.76458462239243 0
"172" 172 0.401357057201345 1
"173" 173 1.97035486374686 1
"174" 174 1.84338581663589 1
"175" 175 1.31916935573332 0
"176" 176 1.61633591462636 1
"177" 177 1.67808384396478 1
"178" 178 1.15424798177335 1
"179" 179 1.58820717344373 1
"180" 180 2.07408608849989 1
"181" 181 1.29906478953752 1
"182" 182 1.8707219152106 0
"183" 183 1.48289368868805 0
"184" 184 1.51263329289767 1
"185" 185 2.00370850255247 0
"186" 186 1.54389043964911 0
"187" 187 1.37382696956237 1
"188" 188 2.56608738267612 1
"189" 189 0.686502069012701 1
"190" 190 1.65150875821038 1
"191" 191 2.25785188531969 0
"192" 192 1.65555269122922 1
"193" 193 1.4248484344082 0
"194" 194 1.49660094513558 0
"195" 195 1.85795158005978 1
"196" 196 1.69519050842617 0
"197" 197 1.42366279530339 0
"198" 198 0.934660277742546 1
"199" 199 1.42236024902353 1
"200" 200 1.23562302663922 0
"201" 201 1.45978356077801 0
"202" 202 1.23728096794929 1
"203" 203 1.15955683612265 0
"204" 204 2.22051203407418 1
"205" 205 1.8322539471422 1
"206" 206 0.67629312352046 1
"207" 207 1.83470190248769 1
"208" 208 0.940056687477045 0
"209" 209 1.3260378845418 1
"210" 210 1.41542339528445 0
"211" 211 1.22305346787336 1
"212" 212 1.79970115041958 1
"213" 213 2.31504457822219 1
"214" 214 0.878195749977604 0
"215" 215 1.35197432350602 1
"216" 216 1.15200160196517 0
"217" 217 2.20085506770441 1
"218" 218 1.25349715759131 1
"219" 219 2.30320318004582 0
"220" 220 2.66218556482335 1
"221" 221 1.76582681729924 0
"222" 222 1.31136429307051 0
"223" 223 1.61573106099496 1
"224" 224 0.410649048512845 1
"225" 225 0.57436046494001 1
"226" 226 0.941815463406965 0
"227" 227 1.13201486836067 1
"228" 228 1.72089603170287 0
"229" 229 0.967602427909151 0
"230" 230 1.25465125148185 0
"231" 231 0.948935912307352 0
"232" 232 1.29235023381189 0
"233" 233 0.937965016182338 1
"234" 234 1.59547886644024 0
"235" 235 0.76673820055749 1
"236" 236 0.704934304662581 1
"237" 237 1.96686850721482 0
"238" 238 1.94992460807741 1
"239" 239 2.14424869683106 0
"240" 240 1.46064576292652 1
"241" 241 0.61602842187801 1
"242" 242 0.75705297271358 1
"243" 243 1.29540948816404 1
"244" 244 0.862473093201976 1
"245" 245 1.59749760598753 1
"246" 246 1.05374140310567 0
"247" 247 0.963722300338737 1
"248" 248 1.65327411293983 0
"249" 249 2.52448388795834 0
"250" 250 1.3316399236738 1
"251" 251 0.540911511040035 1
"252" 252 2.45625755415627 1
"253" 253 0.818616949231364 0
"254" 254 1.54767283500638 0
"255" 255 1.54249894439235 1
"256" 256 1.12670522409981 1
"257" 257 3.24520852022339 0
"258" 258 1.72008290186524 0
"259" 259 0.926288590384647 0
"260" 260 1.06742965125479 0
"261" 261 2.2906604110161 1
"262" 262 1.22791826228679 1
"263" 263 2.52462993861176 0
"264" 264 1.0057437347807 0
"265" 265 0.912194221494719 0
"266" 266 1.89589537452441 0
"267" 267 0.908573484593071 0
"268" 268 2.44245315721724 0
"269" 269 1.87121610937349 1
"270" 270 0.887212520497851 0
"271" 271 1.88957907224074 0
"272" 272 0.654477256411018 1
"273" 273 1.4147456065518 1
"274" 274 1.07321465765126 0
"275" 275 1.71251462558376 1
"276" 276 0.831727586084711 1
"277" 277 1.28349941117223 0
"278" 278 2.2124857783597 0
"279" 279 1.52913382111583 0
"280" 280 1.10793130090818 1
"281" 281 2.16822269598406 1
"282" 282 1.41939327671658 0
"283" 283 1.18409336766228 0
"284" 284 1.58842928914261 1
"285" 285 2.08607289863806 1
"286" 286 0.74714265975061 1
"287" 287 1.89927585701789 1
"288" 288 1.88688963609036 1
"289" 289 2.1749491762055 1
"290" 290 1.40185977414716 0
"291" 291 2.28457422815885 1
"292" 292 0.939802670227841 1
"293" 293 0.982967876163311 0
"294" 294 1.37891068610828 0
"295" 295 0.47543445377699 1
"296" 296 0.92116509607605 1
"297" 297 2.23261173906005 1
"298" 298 1.79399720174617 1
"299" 299 1.23571596951522 1
"300" 300 0.784905530606828 1
"301" 301 0.973894300116226 0
"302" 302 1.55872783335154 1
"303" 303 1.4238604281185 1
"304" 304 1.9640218101444 1
"305" 305 0.76765629499837 1
"306" 306 1.45569871370681 0
"307" 307 1.09683461370412 0
"308" 308 0.618005036771873 1
"309" 309 1.77615960916546 1
"310" 310 1.72002328349743 0
"311" 311 1.59445466227876 1
"312" 312 1.69196612912758 1
"313" 313 1.42323367639445 0
"314" 314 0.898352849637158 0
"315" 315 1.2069031052338 0
"316" 316 1.21996657162905 0
"317" 317 0.77903683674918 1
"318" 318 1.30018918733046 1
"319" 319 0.967548235047942 1
"320" 320 1.06160188153816 1
"321" 321 1.3064247956042 1
"322" 322 1.35367576692069 1
"323" 323 2.13036842861213 0
"324" 324 1.24382990942124 1
"325" 325 2.78581433350882 1
"326" 326 1.38640231947415 0
"327" 327 2.02893333924816 1
"328" 328 0.982003592396092 1
"329" 329 1.17830948605458 1
"330" 330 1.52046623401332 1
"331" 331 2.01608889413061 1
"332" 332 1.52079609280117 1
"333" 333 2.13107310157825 1
"334" 334 2.01632128664292 0
"335" 335 1.36368887373712 0
"336" 336 0.948221496520564 0
"337" 337 1.95488156133025 1
"338" 338 2.31149877762539 1
"339" 339 0.419783322036633 1
"340" 340 1.23538335468437 1
"341" 341 1.68283815989462 1
"342" 342 1.30017813942395 0
"343" 343 2.70591954303521 1
"344" 344 1.54107767205693 1
"345" 345 1.4823992804107 1
"346" 346 1.09008274149026 1
"347" 347 1.20923202578765 1
"348" 348 0.982675508910737 1
"349" 349 2.03035885701647 1
"350" 350 2.21039663773212 1
"351" 351 1.61980039520655 0
"352" 352 2.5628047355311 0
"353" 353 1.2313245938113 0
"354" 354 0.853690474708565 0
"355" 355 0.914668184723705 0
"356" 356 1.26469992683269 0
"357" 357 1.91199119011643 1
"358" 358 0.945975362915731 1
"359" 359 2.50420675771311 0
"360" 360 1.07817356974539 1
"361" 361 0.82710535813123 0
"362" 362 1.80846652530599 0
"363" 363 1.31000382997096 0
"364" 364 2.66080478297081 0
"365" 365 2.66102382579322 1
"366" 366 1.84716850783385 1
"367" 367 1.045375475646 0
"368" 368 1.5224993126886 0
"369" 369 1.4438991986971 1
"370" 370 0.349334379550121 1
"371" 371 1.55440245537553 0
"372" 372 1.97265444500733 1
"373" 373 1.9552570435662 1
"374" 374 2.40417554002128 1
"375" 375 0.762577200276325 1
"376" 376 1.30192044726107 0
"377" 377 1.82077839154284 0
"378" 378 0.872368911868022 1
"379" 379 1.77383746714645 1
"380" 380 1.19263871726114 0
"381" 381 1.58091037437546 1
"382" 382 2.64859128946288 1
"383" 383 0.963985456926748 0
"384" 384 1.6431361343537 1
"385" 385 1.76515402341383 1
"386" 386 1.04807667530142 0
"387" 387 1.46289603044478 1
"388" 388 0.746978933186804 1
"389" 389 1.54150114360158 1
"390" 390 1.26944314911162 1
"391" 391 1.68383979781289 1
"392" 392 1.23447907879177 1
"393" 393 1.23280358076103 1
"394" 394 0.697991044003331 1
"395" 395 1.91691539205145 0
"396" 396 1.04508615854196 0
"397" 397 1.90534191575833 0
"398" 398 0.269366889770523 1
"399" 399 0.693721133194548 1
"400" 400 2.05370751324575 0
